POID,SupplierID,ProductID,OrderedQty,ReceivedQty,UnitCost_USD,TotalCost_USD,Currency,ExchangeRate,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,IncoTerms,PortOfLoading,FreightCost_USD,BuyerName,ApprovalStatus,Notes,_ingested_at,_source_file,_pipeline_run_id
PO000104,SUP0024,PRD0003,3447,0.0,999.58,3445552.26,USD,1.0,2022-09-23,2022-12-09,,Open,DDP,Santos,3411.1,Anna Kowalski,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000105,SUP0021,PRD0018,4386,4386.0,114.06,500267.16,EUR,0.9699,07-05-2022,2022-08-11,2022-09-03,Fully Received,FCA,Hamburg,18725.71,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000106,SUP0027,PRD0032,251,0.0,254.77,63947.27,CAD,1.0,2023-06-17,2023-07-20,,Open,CIF,Hamburg,1589.05,Robert Kleinman,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000107,,PRD0005,2911,0.0,1831.34,"$5,331,030.74",EUR,1.0,04 June 2023,2023-06-26,,Cancelled,DDP,Port of NY,14079.2,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000108,SUP0032,PRD0036,4500,0.0,2921.41 USD,13146345.0,CAD,1.0,2022-04-16,2022-06-29,,Open,EXW,Shanghai,9940.09,Anna Kowalski,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000109,SUP0040,PRD0016,4539,3153.0,2480.32,11258172.48,BRL,1.0,2022-10-24,20/11/2022,2022-11-20,fully received,EXW,Port of LA,27010.0,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000110,   SUP0016 ,PRD0033,2254,2254.0,1527.29,3442511.66,USD,1.0134,2024-04-20,2024-07-09,2024-07-23,Fully Received,CIF,Rotterdam,17821.73,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000111,SUP0009,PRD0014,4096,0.0,1891.99,7749591.04,CAD,0.8047,2024-11-13,2024-12-13,,Cancelled,EXW,,17978.98,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000112,SUP0015,PRD0040,3591,910.0,2715.39,9750965.49,BRL,1.0,14/04/2022,2022-05-19,2022-06-01,Partially Received,DDP,Yokohama,2923.68,David Park,approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000113,,PRD0026,4935,4935.0,1788.99,8828665.65,JPY,0.8257,05 July 2024,2024-07-21,2024-07-22,Fully Received,,Yokohama,7052.85,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000114 ,SUP0033,,945,811.0,432.85,409043.25,NOK,1.0,2023-06-08,2023-06-18,2023-06-16,Partially Received,EXW,,1284.34,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000115,SUP0032,PRD0027,4572,4572.0,1874.53,8570351.16,SEK,1.0,2024-08-17,2024-10-21,2024-11-10,Fully Received,FCA,Port of NY,23128.61,Priya Patel,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000116,SUP0022,PRD0007,1884,1884.0,2320.68 USD,4372161.12,NOK,1.0,23-Jan-2022,2022-04-02,2022-04-29,Fully Received,EXW,Shanghai,12245.59 USD,,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000117,SUP0030,PRD0027,4760,3173.0,1560.94,7430074.4,USD,1.0,2023-05-14,2023-05-31,06/09/23,Partially Received,fob,Port of LA,13200.42,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000118,SUP0005,PRD0016,4069,0.0,$490.53,1995966.57,CAD,1.0,2024-02-26,2024-05-22,,Open,FOB ,Santos,28058.03,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000119,SUP0006,PRD0018,1286,1286.0,2302.95,2961593.7,EUR,1.0,2023-11-27,2023/12/22,2023-12-30,  Fully Received,cif,Port of NY,7793.94,,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000120,SUP0001,PRD0004,577,387.0,430.78,248560.06,NOK,1.0,2024-09-06,11-02-2024,2024-11-04,Partially Received,FOB ,Port of NY,1739.57,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000121,  SUP0030,PRD0014,2688,2688.0,2519.98 USD,6773706.24,SEK,1.0,09/20/22,2022/11/15,19 November 2022,Fully Received,EXW,Yokohama,19744.63,Anna Kowalski,Pending,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000122,SUP0025,PRD0022,4495,0.0,1393.48,6263692.6,USD,1.0,2024-11-14,12/14/24,,Cancelled,CIF,,26581.13,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000123,SUP0030,PRD0035,2413,,617.87,1490920.31,SEK,0.839,20-Jun-2022,2022-08-21,2022-09-04,Fully Received,fob,Yokohama,2351.3,Robert Kleinman,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000124,SUP0009,PRD0020,4028,4028.0,490.22,1974606.16,CAD,1.0,2022-12-06,2023-03-04,2023-04-03,Fully Received,DAP,Shanghai,28536.19 USD,Anna Kowalski,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000125,SUP0016,PRD0003,641,322.0,2253.11,1444243.51 USD,NOK,1.3231,2023-10-26,2023-12-09,17/12/2023,Partially Received,DDP,Rotterdam,4978.54,Luca Ferretti,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000126  ,SUP0010,PRD0015,4936,,2453.82,12112055.52,NOK,1.0,2023-01-24,2023-03-25,2023-03-27,Fully Received,FOB,Hamburg,24062.21,Priya Patel,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000127,SUP0040,PRD0012,804,804.0,748.14,601504.56,JPY,1.0,2023-05-31,13-Aug-2023,2023-08-08,Fully Received,CIF,Port of LA,3199.09,Robert Kleinman,Rejected,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000128,SUP0020,PRD0006,3656,3656.0,1316.28,4812319.68,EUR,1.192,2022-03-08,2022/06/03,22/06/2022,Fully Received,DAP,Port of LA,5913.44,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000129,SUP0016,PRD0014,4599,630.0,1816.17,8352565.83,CAD,0.98,2024/03/27,2024-06-07,18-Jun-2024,Partially Received,cif,Yokohama,"$21,006.76",,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000130,SUP0019,PRD0024,3515,3515.0,2065.27,7259424.05,SEK,1.0,2022-02-25,2022-05-01,2022-05-01,Fully Received,FCA,,16529.71,David Park,Rejected,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000131,SUP0038,PRD0005,4842,0.0,145.13,702719.46,SEK,1.0,02/02/2023,2023-04-24,,Cancelled,EXW,,9878.29,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000132,SUP0036,PRD0039,2686,2686.0,1108.88,2978451.68,NOK,1.0,2022-02-25,17-Mar-2022,02-21-2022,Fully Received,FOB ,Santos,13783.01,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000133,SUP0040,PRD0003,3144,0.0,645.02,2027942.88,USD,,11/03/2023,2023-03-20,, Open,CIF,,18093.8,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000134,SUP0019,PRD0009,2827,2827.0,804.06 USD,2273077.62,BRL,1.0489,2024-06-11,2024-09-08,2024-09-28,Fully Received,EXW,Rotterdam,4609.62,Maria Santos,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000135,SUP0036,PRD0040,4073,4073.0,2186.95,8907447.35,NOK,1.0,2023-07-31,2023-09-15,2023-09-11,Fully Received,CIF,Port of NY,31529.41,Luca Ferretti,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
  PO000136  ,SUP0002,PRD0015,2943,0.0,2785.71,8198344.53,JPY,1.0,17-Dec-2022,2023-02-23,,On Hold,EXW,Shanghai,7620.48,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000137,SUP0001,PRD0040,4824,4824.0,654.86,3159044.64,SEK,1.2564,2022/10/06,2022-10-16,2022-10-16,Fully Received,FCA,Hamburg,34098.12,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000138,SUP0037,PRD0026,3727,808.0,465.91,1736446.57,SEK,1.0,12/16/22,2023-03-04,18/03/2023,Partially Received,EXW,Hamburg,"$10,369.59",,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000139,SUP0026,PRD0007,1539,0.0,1650.73,2540473.47 USD,USD,,01/24/22,2022-03-17,,On Hold,EXW,Hamburg,8512.88,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000140,SUP0020,PRD0028,2694,0.0,2708.49,7296672.06,CAD,1.0,2023-09-27,2023-10-07,,   Cancelled ,DDP,Vancouver,7519.14,Priya Patel,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000141,SUP0027,PRD0005,2792,2444.0,559.13,1561090.96,USD,0.9989,04/24/23,2023-05-25,2023-06-05,Partially Received,FOB,Port of NY,18752.44,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000142,SUP0004,PRD0007,1633,1633.0,1213.8,1982135.4,USD,1.3037,29 June 2024,2024-07-12,2024-07-18,Fully Received,DAP,Santos,12713.81,Anna Kowalski,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000143,,PRD0001,4225,4225.0,858.82,3628514.5,CAD,1.0,2022-01-31,27/03/2022,2022/04/12,Fully Received,EXW,Port of LA,5991.29,James Chen,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000144,SUP0040,PRD0024,1063,1063.0,1536.15,1632927.45,EUR,1.1887,18-Mar-2022,2022-04-11,2022-05-03,Fully Received,CIF,Santos,801.49 USD,James Chen,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000145,SUP0009,PRD0020,3556,0.0,1171.37 USD,4165391.72,BRL,1.0,2022-02-21,04/02/22,,Open,FOB,Hamburg,19125.66,James Chen,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000146,SUP0016,,2762,352.0,1582.13,4369843.06,USD,1.0,2023-12-27,2024-01-20,2024/01/23,Partially Received,FOB,Port of NY,9998.27 USD,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000147,SUP0022,PRD0018,4438,3687.0,939.19,4168125.22,BRL,1.0,03 April 2023,2023-06-14,21 June 2023,Partially Received,EXW,Vancouver,21374.58,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000148,SUP0002,PRD0029,1938,1938.0,473.97,918553.86,CAD,1.0,2022-05-03,17 May 2022,2022-05-28,Fully Received,FCA,Port of NY,11366.82,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000149,SUP0034,PRD0019,3025,0.0,196.2,593505.0,EUR,1.0,02/14/23,2023-05-15,,Open,CIF,Hamburg,20408.93,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000150,SUP0004,PRD0022,398,398.0,2859.15,1137941.7,USD,0.9831,2023-03-16,2023-04-22,2023-05-09,fully received,EXW,Hamburg,233.42,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000151,SUP0021,PRD0025,1912,0.0,2303.77,4404808.24 USD,USD,1.0,2024-07-17,2024-09-08,,Open,cif,Rotterdam,11857.33,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000152,SUP0030,PRD0022,3038,0.0,1264.6,3841854.8 USD,USD,1.0,22 October 2022,2022-12-12,,Cancelled,FOB,Yokohama,15145.15,Robert Kleinman,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000153,SUP0011,PRD0012,3786,3786.0,979.53 USD,3708500.58,NOK,1.1046,2023-10-25,2024-01-17,2024-01-15,Fully Received,EXW,Rotterdam,19472.31,Anna Kowalski,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000154,SUP0022,PRD0018,239,239.0,2243.76,536258.64,JPY,0.8922,26-Oct-2024,2024-11-07,2024-11-19,fully received,FOB ,Vancouver,1042.33,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000155,SUP0028,PRD0035,4293,4293.0,922.65,3960936.45,NOK,1.0,26-Aug-2024,2024-09-30,2024-10-12,Fully Received,DDP,Santos,26287.84,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000156,SUP0026,PRD0033,4898,4898.0,2682.13 USD,13137072.74 USD,,1.2795,07/21/24,09/20/24,2024-09-27,Fully Received,DDP,Shanghai,9069.11,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000157,SUP0020,PRD0030,3487,3487.0,2066.38,7205467.06,EUR,1.0,2024-08-05,2024-08-16,2024-08-30,Fully Received,cif,Hamburg,26811.35,Anna Kowalski,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000158,SUP0019,PRD0023,439,258.0,1835.28,805687.92,EUR,1.025,2023-08-14,2023-10-20,2023-10-16,Partially Received,DAP,Rotterdam,1390.22,Robert Kleinman,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000159,SUP0011,PRD0009,4214,0.0,2673.3,11265286.2,EUR,1.0,2022-08-28,2022-09-17,,Open,cif,,23345.81,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000160,SUP0026,PRD0009,2658,0.0,641.04 USD,1703884.32,CAD,1.2047,2024-12-02,2025-02-14,,Open,,Port of LA,8285.06,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000161,SUP0037,PRD0025,2256,0.0,408.7,922027.2 USD,BRL,1.0,2022-12-02,2023-02-27,,Cancelled,FCA,Yokohama,1820.93,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000162,SUP0013,PRD0005,1845,1845.0,1935.05,3570167.25,SEK,1.0,2023-09-05,29/09/2023,2023-09-30,Fully Received,FOB ,,9950.08,,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000163,SUP0038,PRD0020,1631,1631.0,2820.16,4599680.96,NOK,1.0,2024-09-25,2024-10-21,16-Oct-2024,Fully Received,EXW,,11019.51,Anna Kowalski,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000164,SUP0029,PRD0008,1216,0.0,1085.65,1320150.4,EUR,1.1923,2024/03/29,2024-05-27,,  Open ,CIF,,6294.42,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000165, SUP0021  ,,976,0.0,984.58,960950.08,SEK,1.0,2024-04-29,2024-06-13,,On Hold,cif,Santos,6623.37,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000166,SUP0027,PRD0013,3719,0.0,105.93,393953.67,SEK,1.0,06/22/23,2023-09-05,,Open,FOB,Yokohama,2987.62,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000167,SUP0032,PRD0005,646,0.0,815.54,526838.84,NOK,1.0,31 March 2022,2022-06-18,,On Hold,FCA,Hamburg,1264.78,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000168,SUP0026,PRD0013,4580,0.0,2551.3,11684954.0,CAD,1.0,13/06/2024,08/10/24,,On Hold,cif,Port of LA,11711.01,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000169,SUP0005,PRD0008,2219,2219.0,1173.38,2603730.22,EUR,1.1938,2023-07-28,2023-09-18,2023-09-22,Fully Received,cif,Shanghai,13609.03,David Park,Rejected,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000170,SUP0006,PRD0010,4303,4303.0,2327.15,10013726.45,,1.0,2022-09-06,2022-10-24,30 October 2022,Fully Received,DAP,Santos,10826.38,James Chen,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000171  ,SUP0040,PRD0026,3072,3072.0,1571.05,4826265.6,NOK,1.0179,22 June 2024,2024-07-07,2024-07-09,Fully Received,,Santos,9450.54,David Park,Pending,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000172,SUP0032,PRD0015,2248,2248.0,806.04,1811977.92,NOK,1.0,2022-11-06,2022-12-16,12/31/22,Fully Received,DDP,Rotterdam,3260.35,Anna Kowalski,Rejected,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000173,,PRD0027,2714,2714.0,259.52,704337.28,SEK,1.0,2022-08-27,2022/11/15,2022-11-16,Fully Received,FCA,Yokohama,20570.5,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000174,SUP0010,PRD0021,893,249.0,1450.26,1295082.18,JPY,1.0,2023-06-30,2023-09-03,12-Sep-2023,Partially Received,FOB,Shanghai,949.51,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000175,SUP0001,PRD0012,828,828.0,2182.0,1806696.0,NOK,1.0,2022-11-19,2023-01-06,2023-01-27,Fully Received,DAP,Vancouver,2782.35,Anna Kowalski,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000176,SUP0040,PRD0025,2010,2010.0,2034.1,4088541.0,NOK,1.0597,2023-12-08,2024-02-13,2024-03-11,Fully Received,FOB ,Santos,15446.68,James Chen,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000177,SUP0028,PRD0016,1818,1818.0,2405.59,4373362.62,JPY,1.0,2022-01-05,08 February 2022,2022-03-08,Fully Received,EXW,Port of LA,"$12,125.47",Priya Patel,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000178,SUP0025,PRD0015,1084,0.0,2901.46,3145182.64,USD,0.9032,2024-07-04,09/07/24,,Open,CIF,Shanghai,4904.32,Luca Ferretti,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000179,SUP0034,PRD0014,3944,0.0,211.12,832657.28,NOK,1.0,2024-10-01,2024-11-28,,Cancelled,EXW,Port of NY,29137.92,,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000180,SUP0033,PRD0002,-1010,-1010.0,1780.49,1798294.9,JPY,0.7826,2023-03-13,2023-03-26,22 March 2023,Fully Received,FCA,Santos,6269.73,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000181,SUP0010,PRD0040,2157,2157.0,2881.38,6215136.66,SEK,,2022-08-24,2022-11-01,2022-11-10,Fully Received,FOB,Shanghai,3569.97,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000182,SUP0014,PRD0015,3273,2194.0,796.95,2608417.35,,1.0,2024-07-21,2024-10-07,2024-10-20,Partially Received,EXW,Vancouver,21448.2,Maria Santos,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000183,SUP0033,PRD0012,1936,,2772.19,5366959.84,NOK,1.2826,2023-07-18,2023-10-16,10/15/23,Fully Received,,Vancouver,12675.04,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000184,SUP0039,PRD0012,4394,0.0,2267.1,9961637.4,BRL,1.2312,29 October 2023,2023-11-17,,Open,FOB,Vancouver,31153.67,Anna Kowalski,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000185,SUP0018,PRD0007,4108,1070.0,1535.05,6305985.4,BRL,1.3011,2023-04-08,2023-06-18,13-Jun-2023,Partially Received,fob,Port of LA,3201.56,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000186,SUP0037,PRD0021,1281,0.0,2841.51,3639974.31,JPY,1.0,15 July 2022,2022-09-15,,Open,FOB ,Port of LA,2095.48,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000187,SUP0006,PRD0021,2247,2247.0,2710.68,6090897.96,JPY,1.0,20 January 2023,2023-03-02,2023-03-03,Fully Received,FOB ,Port of LA,2690.49,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000188,SUP0028,PRD0037,2628,2628.0,903.9,2375449.2,NOK,0.9233,07 September 2023,10/11/23,11-02-2023,Fully Received,,Vancouver,3232.56,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
  PO000189  ,SUP0039,PRD0007,2056,2056.0,1072.24,2204525.44,CAD,1.2503,2024-06-08,2024-08-01,2024/08/12,Fully Received,FOB ,Rotterdam,"$10,432.95",David Park,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000190,SUP0027,PRD0033,3696,3696.0,1488.19,5500350.24 USD,BRL,0.8224,2022-06-01,2022-07-31,2022-08-07,Fully Received,cif,,21916.18,Priya Patel,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000191,SUP0008,PRD0040,4642,0.0,1169.57,5429143.94,NOK,1.1505,2023-12-17,12-31-2023,,Open,FOB ,Port of LA,14227.44,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000192,SUP0027,PRD0036,4803,4803.0,927.89,4456655.67,BRL,1.0,2022-11-28,2023-01-12,2023-01-29,Fully Received,FOB ,Rotterdam,12771.58,,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000193 ,SUP0034,PRD0004,2181,2181.0,1092.54,2382829.74,CAD,1.0,2023-02-09,2023-04-07,20-Apr-2023,Fully Received,cif,Port of LA,3702.68,Priya Patel,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000194 ,SUP0025,PRD0024,3299,3299.0,321.56,1060826.44,SEK,1.0,2023-02-08,28-Feb-2023,2023-03-16,Fully Received,CIF,Rotterdam,21560.38,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000195,SUP0028,PRD0017,4882,0.0,1305.67,6374280.94,USD,1.0,04-Jul-2023,22-Aug-2023,,Cancelled,EXW,Hamburg,38143.06,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000196,SUP0009,PRD0020,2812,2812.0,2888.59,8122715.08,SEK,0.9859,2023-04-24,05/05/23,26/05/2023,Fully Received,EXW,Santos,18762.72,Maria Santos,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000197,SUP0027,PRD0036,862,862.0,2334.61,2012433.82,CAD,1.0,2024-10-31,2024-12-12,29/12/2024,Fully Received,FOB ,Yokohama,4984.22,Luca Ferretti,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000198,SUP0027,PRD0030,965,965.0,2902.91,2801308.15,CAD,0.896,2022-10-12,2022-11-10,03/12/2022,Fullyreceived,fob,Santos,"$6,976.89",David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000199 ,SUP0021,PRD0037,3560,0.0,2965.91 USD,10558639.6,NOK,1.2542,2024-03-29,02/05/2024,,Open,EXW,Hamburg,23366.82,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000200,SUP0030,PRD0027,3511,0.0,474.38,1665548.18,USD,1.0,2022-06-18,2022-06-27,,Open,CIF,,17357.8,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000201,SUP0005,PRD0004,1676,240.0,2352.65,3943041.4,JPY,1.255,09-18-2022,2022-11-13,2022-11-10,Partially Received,cif,Port of NY,10010.17,Robert Kleinman,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000202,SUP0037,PRD0039,4607,,1448.87,6674944.09,,1.0,2024-07-25,2024-08-02,2024-08-18,Fully Received,FOB,Rotterdam,25161.08,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000203,SUP0027,PRD0034,0,0.0,2420.74,0.0,NOK,1.0287,2022-06-11,02/07/2022,2022-08-01,Fully Received,EXW,Rotterdam,0.0,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000204,SUP0039,PRD0029,1085,1085.0,714.43,"$775,156.55",EUR,1.0,2023-03-09,01-Jun-2023,2023-06-04,Fully Received,FCA,Shanghai,4369.92,Priya Patel,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
