POID,SupplierID,ProductID,OrderedQty,ReceivedQty,UnitCost_USD,TotalCost_USD,Currency,ExchangeRate,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,IncoTerms,PortOfLoading,FreightCost_USD,BuyerName,ApprovalStatus,Notes,_silver_transformed_at,actual_lead_time_days,expected_lead_time_days,is_late_delivery,receipt_rate
PO000115,SUP0032,PRD0027,4572.0,4572.0,1874.53,8570351.16,SEK,1.0,2024-08-17,2024-10-21,2024-11-10,Fully Received,FCA,Port Of Ny,23128.61,Priya Patel,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,85.0,65.0,1.0,1.0
PO000116,SUP0022,PRD0007,1884.0,1884.0,,4372161.12,NOK,1.0,2022-01-23,2022-04-02,2022-04-29,Fully Received,EXW,Shanghai,,,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,96.0,69.0,1.0,1.0
PO000117,SUP0030,PRD0027,4760.0,3173.0,1560.94,7430074.4,USD,1.0,2023-05-14,2023-05-31,2023-06-09,Partially Received,FOB,Port Of La,13200.42,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,26.0,17.0,1.0,0.6666
PO000118,SUP0005,PRD0016,4069.0,0.0,,1995966.57,CAD,1.0,2024-02-26,2024-05-22,,Open,FOB,Santos,28058.03,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,86.0,,0.0
PO000119,SUP0006,PRD0018,1286.0,1286.0,2302.95,2961593.7,EUR,1.0,2023-11-27,,2023-12-30,Fully Received,CIF,Port Of Ny,7793.94,,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,33.0,,0.0,1.0
PO000120,SUP0001,PRD0004,577.0,387.0,430.78,248560.06,NOK,1.0,2024-09-06,2024-11-02,2024-11-04,Partially Received,FOB,Port Of Ny,1739.57,Maria Santos,Approved,,2026-06-24 00:14:16.766567,59.0,57.0,1.0,0.6707
PO000121,SUP0030,PRD0014,2688.0,2688.0,,6773706.24,SEK,1.0,2022-09-20,,2022-11-19,Fully Received,EXW,Yokohama,19744.63,Anna Kowalski,Pending,TBD,2026-06-24 00:14:16.766567,60.0,,0.0,1.0
PO000122,SUP0025,PRD0022,4495.0,0.0,1393.48,6263692.6,USD,1.0,2024-11-14,2024-12-14,,Cancelled,CIF,<Na>,26581.13,James Chen,Approved,,2026-06-24 00:14:16.766567,,30.0,,0.0
PO000123,SUP0030,PRD0035,2413.0,,617.87,1490920.31,SEK,0.839,2022-06-20,2022-08-21,2022-09-04,Fully Received,FOB,Yokohama,2351.3,Robert Kleinman,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,76.0,62.0,1.0,
PO000124,SUP0009,PRD0020,4028.0,4028.0,490.22,1974606.16,CAD,1.0,2022-12-06,2023-03-04,2023-04-03,Fully Received,DAP,Shanghai,,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,118.0,88.0,1.0,1.0
PO000125,SUP0016,PRD0003,641.0,322.0,2253.11,,NOK,1.3231,2023-10-26,2023-12-09,2023-12-17,Partially Received,DDP,Rotterdam,4978.54,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,52.0,44.0,1.0,0.5023
PO000126,SUP0010,PRD0015,4936.0,,2453.82,12112055.52,NOK,1.0,2023-01-24,2023-03-25,2023-03-27,Fully Received,FOB,Hamburg,24062.21,Priya Patel,Approved,,2026-06-24 00:14:16.766567,62.0,60.0,1.0,
PO000127,SUP0040,PRD0012,804.0,804.0,748.14,601504.56,JPY,1.0,2023-05-31,2023-08-13,2023-08-08,Fully Received,CIF,Port Of La,3199.09,Robert Kleinman,Rejected,,2026-06-24 00:14:16.766567,69.0,74.0,0.0,1.0
PO000128,SUP0020,PRD0006,3656.0,3656.0,1316.28,4812319.68,EUR,1.192,2022-03-08,,2022-06-22,Fully Received,DAP,Port Of La,5913.44,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,106.0,,0.0,1.0
PO000129,SUP0016,PRD0014,4599.0,630.0,1816.17,8352565.83,CAD,0.98,,2024-06-07,2024-06-18,Partially Received,CIF,Yokohama,,,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,,,1.0,0.137
PO000130,SUP0019,PRD0024,3515.0,3515.0,2065.27,7259424.05,SEK,1.0,2022-02-25,2022-05-01,2022-05-01,Fully Received,FCA,<Na>,16529.71,David Park,Rejected,,2026-06-24 00:14:16.766567,65.0,65.0,0.0,1.0
PO000131,SUP0038,PRD0005,4842.0,0.0,145.13,702719.46,SEK,1.0,2023-02-02,2023-04-24,,Cancelled,EXW,<Na>,9878.29,David Park,Approved,,2026-06-24 00:14:16.766567,,81.0,,0.0
PO000132,SUP0036,PRD0039,2686.0,2686.0,1108.88,2978451.68,NOK,1.0,2022-02-25,2022-03-17,2022-02-21,Fully Received,FOB,Santos,13783.01,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,-4.0,20.0,0.0,1.0
PO000133,SUP0040,PRD0003,3144.0,0.0,645.02,2027942.88,USD,,2023-11-03,2023-03-20,,Open,CIF,<Na>,18093.8,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,-228.0,,0.0
PO000134,SUP0019,PRD0009,2827.0,2827.0,,2273077.62,BRL,1.0489,2024-06-11,2024-09-08,2024-09-28,Fully Received,EXW,Rotterdam,4609.62,Maria Santos,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,109.0,89.0,1.0,1.0
PO000135,SUP0036,PRD0040,4073.0,4073.0,2186.95,8907447.35,NOK,1.0,2023-07-31,2023-09-15,2023-09-11,Fully Received,CIF,Port Of Ny,31529.41,Luca Ferretti,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,42.0,46.0,0.0,1.0
PO000136,SUP0002,PRD0015,2943.0,0.0,2785.71,8198344.53,JPY,1.0,2022-12-17,2023-02-23,,On Hold,EXW,Shanghai,7620.48,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,68.0,,0.0
PO000137,SUP0001,PRD0040,4824.0,4824.0,654.86,3159044.64,SEK,1.2564,,2022-10-16,2022-10-16,Fully Received,FCA,Hamburg,34098.12,David Park,Approved,,2026-06-24 00:14:16.766567,,,0.0,1.0
PO000138,SUP0037,PRD0026,3727.0,808.0,465.91,1736446.57,SEK,1.0,2022-12-16,2023-03-04,2023-03-18,Partially Received,EXW,Hamburg,,,Pending,,2026-06-24 00:14:16.766567,92.0,78.0,1.0,0.2168
PO000139,SUP0026,PRD0007,1539.0,0.0,1650.73,,USD,,2022-01-24,2022-03-17,,On Hold,EXW,Hamburg,8512.88,,Approved,,2026-06-24 00:14:16.766567,,52.0,,0.0
PO000140,SUP0020,PRD0028,2694.0,0.0,2708.49,7296672.06,CAD,1.0,2023-09-27,2023-10-07,,Cancelled,DDP,Vancouver,7519.14,Priya Patel,Approved,TBD,2026-06-24 00:14:16.766567,,10.0,,0.0
PO000141,SUP0027,PRD0005,2792.0,2444.0,559.13,1561090.96,USD,0.9989,2023-04-24,2023-05-25,2023-06-05,Partially Received,FOB,Port Of Ny,18752.44,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,42.0,31.0,1.0,0.8754
PO000142,SUP0004,PRD0007,1633.0,1633.0,1213.8,1982135.4,USD,1.3037,2024-06-29,2024-07-12,2024-07-18,Fully Received,DAP,Santos,12713.81,Anna Kowalski,Pending,,2026-06-24 00:14:16.766567,19.0,13.0,1.0,1.0
PO000144,SUP0040,PRD0024,1063.0,1063.0,1536.15,1632927.45,EUR,1.1887,2022-03-18,2022-04-11,2022-05-03,Fully Received,CIF,Santos,,James Chen,Pending,,2026-06-24 00:14:16.766567,46.0,24.0,1.0,1.0
PO000145,SUP0009,PRD0020,3556.0,0.0,,4165391.72,BRL,1.0,2022-02-21,2022-04-02,,Open,FOB,Hamburg,19125.66,James Chen,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,,40.0,,0.0
PO000147,SUP0022,PRD0018,4438.0,3687.0,939.19,4168125.22,BRL,1.0,2023-04-03,2023-06-14,2023-06-21,Partially Received,EXW,Vancouver,21374.58,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,79.0,72.0,1.0,0.8308
PO000148,SUP0002,PRD0029,1938.0,1938.0,473.97,918553.86,CAD,1.0,2022-05-03,2022-05-17,2022-05-28,Fully Received,FCA,Port Of Ny,11366.82,David Park,Approved,,2026-06-24 00:14:16.766567,25.0,14.0,1.0,1.0
PO000149,SUP0034,PRD0019,3025.0,0.0,196.2,593505.0,EUR,1.0,2023-02-14,2023-05-15,,Open,CIF,Hamburg,20408.93,James Chen,Approved,,2026-06-24 00:14:16.766567,,90.0,,0.0
PO000150,SUP0004,PRD0022,398.0,398.0,2859.15,1137941.7,USD,0.9831,2023-03-16,2023-04-22,2023-05-09,Fully Received,EXW,Hamburg,233.42,,Approved,,2026-06-24 00:14:16.766567,54.0,37.0,1.0,1.0
PO000151,SUP0021,PRD0025,1912.0,0.0,2303.77,,USD,1.0,2024-07-17,2024-09-08,,Open,CIF,Rotterdam,11857.33,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,,53.0,,0.0
PO000152,SUP0030,PRD0022,3038.0,0.0,1264.6,,USD,1.0,2022-10-22,2022-12-12,,Cancelled,FOB,Yokohama,15145.15,Robert Kleinman,Approved,TBD,2026-06-24 00:14:16.766567,,51.0,,0.0
PO000153,SUP0011,PRD0012,3786.0,3786.0,,3708500.58,NOK,1.1046,2023-10-25,2024-01-17,2024-01-15,Fully Received,EXW,Rotterdam,19472.31,Anna Kowalski,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,82.0,84.0,0.0,1.0
PO000154,SUP0022,PRD0018,239.0,239.0,2243.76,536258.64,JPY,0.8922,2024-10-26,2024-11-07,2024-11-19,Fully Received,FOB,Vancouver,1042.33,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,24.0,12.0,1.0,1.0
PO000155,SUP0028,PRD0035,4293.0,4293.0,922.65,3960936.45,NOK,1.0,2024-08-26,2024-09-30,2024-10-12,Fully Received,DDP,Santos,26287.84,,Approved,,2026-06-24 00:14:16.766567,47.0,35.0,1.0,1.0
PO000156,SUP0026,PRD0033,4898.0,4898.0,,,<NA>,1.2795,2024-07-21,2024-09-20,2024-09-27,Fully Received,DDP,Shanghai,9069.11,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,68.0,61.0,1.0,1.0
PO000157,SUP0020,PRD0030,3487.0,3487.0,2066.38,7205467.06,EUR,1.0,2024-08-05,2024-08-16,2024-08-30,Fully Received,CIF,Hamburg,26811.35,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,25.0,11.0,1.0,1.0
PO000158,SUP0019,PRD0023,439.0,258.0,1835.28,805687.92,EUR,1.025,2023-08-14,2023-10-20,2023-10-16,Partially Received,DAP,Rotterdam,1390.22,Robert Kleinman,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,63.0,67.0,0.0,0.5877
PO000159,SUP0011,PRD0009,4214.0,0.0,2673.3,11265286.2,EUR,1.0,2022-08-28,2022-09-17,,Open,CIF,<Na>,23345.81,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,20.0,,0.0
PO000160,SUP0026,PRD0009,2658.0,0.0,,1703884.32,CAD,1.2047,2024-12-02,2025-02-14,,Open,<NA>,Port Of La,8285.06,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,,74.0,,0.0
PO000161,SUP0037,PRD0025,2256.0,0.0,408.7,,BRL,1.0,2022-12-02,2023-02-27,,Cancelled,FCA,Yokohama,1820.93,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,,87.0,,0.0
PO000162,SUP0013,PRD0005,1845.0,1845.0,1935.05,3570167.25,SEK,1.0,2023-09-05,,2023-09-30,Fully Received,FOB,<Na>,9950.08,,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,25.0,,0.0,1.0
PO000163,SUP0038,PRD0020,1631.0,1631.0,2820.16,4599680.96,NOK,1.0,2024-09-25,2024-10-21,2024-10-16,Fully Received,EXW,<Na>,11019.51,Anna Kowalski,Pending,,2026-06-24 00:14:16.766567,21.0,26.0,0.0,1.0
PO000164,SUP0029,PRD0008,1216.0,0.0,1085.65,1320150.4,EUR,1.1923,,2024-05-27,,Open,CIF,<Na>,6294.42,,Approved,,2026-06-24 00:14:16.766567,,,,0.0
PO000166,SUP0027,PRD0013,3719.0,0.0,105.93,393953.67,SEK,1.0,2023-06-22,2023-09-05,,Open,FOB,Yokohama,2987.62,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,,75.0,,0.0
PO000167,SUP0032,PRD0005,646.0,0.0,815.54,526838.84,NOK,1.0,2022-03-31,2022-06-18,,On Hold,FCA,Hamburg,1264.78,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,,79.0,,0.0
PO000168,SUP0026,PRD0013,4580.0,0.0,2551.3,11684954.0,CAD,1.0,,2024-08-10,,On Hold,CIF,Port Of La,11711.01,,Approved,,2026-06-24 00:14:16.766567,,,,0.0
PO000169,SUP0005,PRD0008,2219.0,2219.0,1173.38,2603730.22,EUR,1.1938,2023-07-28,2023-09-18,2023-09-22,Fully Received,CIF,Shanghai,13609.03,David Park,Rejected,,2026-06-24 00:14:16.766567,56.0,52.0,1.0,1.0
PO000170,SUP0006,PRD0010,4303.0,4303.0,2327.15,10013726.45,<NA>,1.0,2022-09-06,2022-10-24,2022-10-30,Fully Received,DAP,Santos,10826.38,James Chen,Pending,,2026-06-24 00:14:16.766567,54.0,48.0,1.0,1.0
PO000171,SUP0040,PRD0026,3072.0,3072.0,1571.05,4826265.6,NOK,1.0179,2024-06-22,2024-07-07,2024-07-09,Fully Received,<NA>,Santos,9450.54,David Park,Pending,TBD,2026-06-24 00:14:16.766567,17.0,15.0,1.0,1.0
PO000172,SUP0032,PRD0015,2248.0,2248.0,806.04,1811977.92,NOK,1.0,2022-11-06,2022-12-16,2022-12-31,Fully Received,DDP,Rotterdam,3260.35,Anna Kowalski,Rejected,,2026-06-24 00:14:16.766567,55.0,40.0,1.0,1.0
PO000174,SUP0010,PRD0021,893.0,249.0,1450.26,1295082.18,JPY,1.0,2023-06-30,2023-09-03,2023-09-12,Partially Received,FOB,Shanghai,949.51,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,74.0,65.0,1.0,0.2788
PO000175,SUP0001,PRD0012,828.0,828.0,2182.0,1806696.0,NOK,1.0,2022-11-19,2023-01-06,2023-01-27,Fully Received,DAP,Vancouver,2782.35,Anna Kowalski,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,69.0,48.0,1.0,1.0
PO000176,SUP0040,PRD0025,2010.0,2010.0,2034.1,4088541.0,NOK,1.0597,2023-12-08,2024-02-13,2024-03-11,Fully Received,FOB,Santos,15446.68,James Chen,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,94.0,67.0,1.0,1.0
PO000177,SUP0028,PRD0016,1818.0,1818.0,2405.59,4373362.62,JPY,1.0,2022-01-05,2022-02-08,2022-03-08,Fully Received,EXW,Port Of La,,Priya Patel,Pending,,2026-06-24 00:14:16.766567,62.0,34.0,1.0,1.0
PO000178,SUP0025,PRD0015,1084.0,0.0,2901.46,3145182.64,USD,0.9032,2024-07-04,2024-09-07,,Open,CIF,Shanghai,4904.32,Luca Ferretti,Approved,TBD,2026-06-24 00:14:16.766567,,65.0,,0.0
PO000179,SUP0034,PRD0014,3944.0,0.0,211.12,832657.28,NOK,1.0,2024-10-01,2024-11-28,,Cancelled,EXW,Port Of Ny,29137.92,,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,,58.0,,0.0
PO000180,SUP0033,PRD0002,-1010.0,-1010.0,1780.49,1798294.9,JPY,0.7826,2023-03-13,2023-03-26,2023-03-22,Fully Received,FCA,Santos,6269.73,David Park,Approved,,2026-06-24 00:14:16.766567,9.0,13.0,0.0,
PO000181,SUP0010,PRD0040,2157.0,2157.0,2881.38,6215136.66,SEK,,2022-08-24,2022-11-01,2022-11-10,Fully Received,FOB,Shanghai,3569.97,Maria Santos,Approved,,2026-06-24 00:14:16.766567,78.0,69.0,1.0,1.0
PO000182,SUP0014,PRD0015,3273.0,2194.0,796.95,2608417.35,<NA>,1.0,2024-07-21,2024-10-07,2024-10-20,Partially Received,EXW,Vancouver,21448.2,Maria Santos,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,91.0,78.0,1.0,0.6703
PO000183,SUP0033,PRD0012,1936.0,,2772.19,5366959.84,NOK,1.2826,2023-07-18,2023-10-16,2023-10-15,Fully Received,<NA>,Vancouver,12675.04,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,89.0,90.0,0.0,
PO000184,SUP0039,PRD0012,4394.0,0.0,2267.1,9961637.4,BRL,1.2312,2023-10-29,2023-11-17,,Open,FOB,Vancouver,31153.67,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,,19.0,,0.0
PO000185,SUP0018,PRD0007,4108.0,1070.0,1535.05,6305985.4,BRL,1.3011,2023-04-08,2023-06-18,2023-06-13,Partially Received,FOB,Port Of La,3201.56,Priya Patel,Approved,,2026-06-24 00:14:16.766567,66.0,71.0,0.0,0.2605
PO000186,SUP0037,PRD0021,1281.0,0.0,2841.51,3639974.31,JPY,1.0,2022-07-15,2022-09-15,,Open,FOB,Port Of La,2095.48,James Chen,Approved,,2026-06-24 00:14:16.766567,,62.0,,0.0
PO000187,SUP0006,PRD0021,2247.0,2247.0,2710.68,6090897.96,JPY,1.0,2023-01-20,2023-03-02,2023-03-03,Fully Received,FOB,Port Of La,2690.49,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,42.0,41.0,1.0,1.0
PO000188,SUP0028,PRD0037,2628.0,2628.0,903.9,2375449.2,NOK,0.9233,2023-09-07,2023-10-11,2023-11-02,Fully Received,<NA>,Vancouver,3232.56,Maria Santos,Approved,,2026-06-24 00:14:16.766567,56.0,34.0,1.0,1.0
PO000189,SUP0039,PRD0007,2056.0,2056.0,1072.24,2204525.44,CAD,1.2503,2024-06-08,2024-08-01,2024-08-12,Fully Received,FOB,Rotterdam,,David Park,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,65.0,54.0,1.0,1.0
PO000190,SUP0027,PRD0033,3696.0,3696.0,1488.19,,BRL,0.8224,2022-06-01,2022-07-31,2022-08-07,Fully Received,CIF,<Na>,21916.18,Priya Patel,Approved,,2026-06-24 00:14:16.766567,67.0,60.0,1.0,1.0
PO000191,SUP0008,PRD0040,4642.0,0.0,1169.57,5429143.94,NOK,1.1505,2023-12-17,2023-12-31,,Open,FOB,Port Of La,14227.44,James Chen,Approved,,2026-06-24 00:14:16.766567,,14.0,,0.0
PO000192,SUP0027,PRD0036,4803.0,4803.0,927.89,4456655.67,BRL,1.0,2022-11-28,2023-01-12,2023-01-29,Fully Received,FOB,Rotterdam,12771.58,,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,62.0,45.0,1.0,1.0
PO000193,SUP0034,PRD0004,2181.0,2181.0,1092.54,2382829.74,CAD,1.0,2023-02-09,2023-04-07,2023-04-20,Fully Received,CIF,Port Of La,3702.68,Priya Patel,Approved,,2026-06-24 00:14:16.766567,70.0,57.0,1.0,1.0
PO000194,SUP0025,PRD0024,3299.0,3299.0,321.56,1060826.44,SEK,1.0,2023-02-08,2023-02-28,2023-03-16,Fully Received,CIF,Rotterdam,21560.38,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,36.0,20.0,1.0,1.0
PO000195,SUP0028,PRD0017,4882.0,0.0,1305.67,6374280.94,USD,1.0,2023-07-04,2023-08-22,,Cancelled,EXW,Hamburg,38143.06,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,,49.0,,0.0
PO000196,SUP0009,PRD0020,2812.0,2812.0,2888.59,8122715.08,SEK,0.9859,2023-04-24,2023-05-05,2023-05-26,Fully Received,EXW,Santos,18762.72,Maria Santos,Approved,TBD,2026-06-24 00:14:16.766567,32.0,11.0,1.0,1.0
PO000197,SUP0027,PRD0036,862.0,862.0,2334.61,2012433.82,CAD,1.0,2024-10-31,2024-12-12,2024-12-29,Fully Received,FOB,Yokohama,4984.22,Luca Ferretti,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,59.0,42.0,1.0,1.0
PO000198,SUP0027,PRD0030,965.0,965.0,2902.91,2801308.15,CAD,0.896,2022-10-12,2022-11-10,2022-03-12,Fully Received,FOB,Santos,,David Park,Approved,,2026-06-24 00:14:16.766567,-214.0,29.0,0.0,1.0
PO000199,SUP0021,PRD0037,3560.0,0.0,,10558639.6,NOK,1.2542,2024-03-29,2024-02-05,,Open,EXW,Hamburg,23366.82,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,-53.0,,0.0
PO000200,SUP0030,PRD0027,3511.0,0.0,474.38,1665548.18,USD,1.0,2022-06-18,2022-06-27,,Open,CIF,<Na>,17357.8,James Chen,Approved,,2026-06-24 00:14:16.766567,,9.0,,0.0
PO000201,SUP0005,PRD0004,1676.0,240.0,2352.65,3943041.4,JPY,1.255,2022-09-18,2022-11-13,2022-11-10,Partially Received,CIF,Port Of Ny,10010.17,Robert Kleinman,Approved,TBD,2026-06-24 00:14:16.766567,53.0,56.0,0.0,0.1432
PO000202,SUP0037,PRD0039,4607.0,,1448.87,6674944.09,<NA>,1.0,2024-07-25,2024-08-02,2024-08-18,Fully Received,FOB,Rotterdam,25161.08,James Chen,Approved,,2026-06-24 00:14:16.766567,24.0,8.0,1.0,
PO000203,SUP0027,PRD0034,0.0,0.0,2420.74,0.0,NOK,1.0287,2022-06-11,2022-02-07,2022-08-01,Fully Received,EXW,Rotterdam,0.0,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,51.0,-124.0,1.0,
PO000204,SUP0039,PRD0029,1085.0,1085.0,714.43,,EUR,1.0,2023-03-09,2023-06-01,2023-06-04,Fully Received,FCA,Shanghai,4369.92,Priya Patel,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,87.0,84.0,1.0,1.0
PO000205,SUP0028,PRD0028,1446.0,1081.0,810.13,,CAD,1.0,2023-09-26,2023-11-30,2023-12-04,Partially Received,EXW,Hamburg,7997.91,David Park,Approved,,2026-06-24 00:14:16.766567,69.0,65.0,1.0,0.7476
PO000206,SUP0001,PRD0032,1591.0,,1903.4,3028309.4,BRL,1.1586,2022-01-16,2022-03-02,2022-03-16,Fully Received,FOB,Port Of Ny,2956.01,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,59.0,45.0,1.0,
PO000207,SUP0014,PRD0040,4394.0,0.0,2353.62,10341806.28,NOK,0.9137,2024-05-10,2024-08-06,,Open,FOB,Port Of Ny,34019.9,James Chen,Pending,Price renegotiated Q4,2026-06-24 00:14:16.766567,,88.0,,0.0
PO000208,SUP0025,PRD0002,4224.0,,,,BRL,1.0,2024-04-23,2024-06-30,2024-07-14,Partially Received,FOB,Vancouver,13079.25,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,82.0,68.0,1.0,
PO000209,SUP0029,PRD0016,3390.0,3390.0,2900.57,9832932.3,EUR,1.0,2023-09-07,2023-05-11,2023-11-25,Fully Received,CIF,Rotterdam,26650.05,Maria Santos,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,79.0,-119.0,1.0,1.0
PO000210,SUP0032,PRD0034,3645.0,0.0,1546.72,5637794.4,JPY,1.0,2022-11-24,2022-12-05,,Cancelled,CIF,Yokohama,18434.83,Robert Kleinman,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,,11.0,,0.0
PO000211,SUP0005,PRD0035,2574.0,2574.0,1280.89,3297010.86,EUR,,2023-04-26,2023-06-27,2023-07-21,Fully Received,FOB,Vancouver,11695.65,James Chen,Approved,,2026-06-24 00:14:16.766567,86.0,62.0,1.0,1.0
PO000212,SUP0029,PRD0020,871.0,643.0,529.22,460950.62,USD,1.0382,2024-06-19,2024-08-29,2024-09-07,Partially Received,CIF,Port Of Ny,4487.91,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,80.0,71.0,1.0,0.7382
PO000213,SUP0017,PRD0008,4567.0,4567.0,2350.62,,NOK,1.0,2023-02-03,2023-03-18,2023-03-22,Fully Received,EXW,Shanghai,25022.72,David Park,Pending,,2026-06-24 00:14:16.766567,47.0,43.0,1.0,1.0
PO000214,SUP0020,PRD0031,3383.0,0.0,1641.98,5554818.34,JPY,1.0,2024-12-17,,,Open,EXW,Shanghai,,David Park,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,,,,0.0
PO000215,SUP0034,PRD0008,3984.0,3984.0,2922.13,11641765.92,NOK,1.0,2024-03-12,2024-05-17,2024-05-24,Fully Received,FOB,Yokohama,27189.32,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,73.0,66.0,1.0,1.0
PO000217,SUP0031,PRD0035,3486.0,410.0,1212.52,4226844.72,NOK,1.0,2023-11-02,2023-05-01,2023-05-09,Partially Received,CIF,Rotterdam,17229.81,Priya Patel,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,-177.0,-185.0,1.0,0.1176
PO000219,SUP0021,PRD0037,3534.0,3534.0,178.86,632091.24,NOK,0.9372,2022-03-19,2022-04-07,2022-04-19,Fully Received,EXW,Hamburg,20107.41,Luca Ferretti,Pending,,2026-06-24 00:14:16.766567,31.0,19.0,1.0,1.0
PO000220,SUP0019,PRD0035,4539.0,4539.0,2508.92,11387987.88,USD,0.939,2024-10-26,2024-11-21,2024-10-22,Fully Received,CIF,Vancouver,30628.59,David Park,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,-4.0,26.0,0.0,1.0
PO000221,SUP0040,PRD0008,3024.0,0.0,2288.8,6921331.2,SEK,0.783,2023-05-11,2023-05-29,,Open,EXW,Port Of La,7609.7,James Chen,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,,18.0,,0.0
PO000222,SUP0020,PRD0016,969.0,969.0,2592.26,2511899.94,JPY,1.2819,2024-06-09,2024-08-02,2024-08-15,Fully Received,DAP,Santos,7310.93,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,67.0,54.0,1.0,1.0
PO000223,SUP0040,PRD0013,2521.0,2521.0,544.07,,JPY,1.0,2023-02-22,2023-05-09,2023-06-03,Fully Received,CIF,Rotterdam,12016.57,Anna Kowalski,Pending,,2026-06-24 00:14:16.766567,101.0,76.0,1.0,1.0
PO000224,SUP0013,PRD0001,4230.0,4230.0,1397.84,5912863.2,<NA>,1.1555,2024-04-26,,2024-06-06,Fully Received,FOB,Yokohama,13891.88,David Park,Approved,,2026-06-24 00:14:16.766567,41.0,,0.0,1.0
PO000225,SUP0039,PRD0004,0.0,0.0,2072.96,,CAD,1.0,2023-11-03,2024-01-16,2024-01-13,Fully Received,EXW,Vancouver,0.0,Maria Santos,Approved,,2026-06-24 00:14:16.766567,71.0,74.0,0.0,
PO000226,SUP0019,PRD0005,3770.0,3770.0,2181.58,8224556.6,NOK,0.8719,2022-12-20,2023-01-01,2023-01-04,Fully Received,DAP,<Na>,,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,15.0,12.0,1.0,1.0
PO000227,SUP0013,PRD0016,2482.0,0.0,777.8,1930499.6,CAD,1.0,2023-10-21,2023-11-01,,Cancelled,FOB,Port Of Ny,11590.57,Maria Santos,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,,11.0,,0.0
PO000228,SUP0004,PRD0026,2200.0,1185.0,1470.44,3234968.0,EUR,1.0,2024-07-14,2024-09-12,2024-09-26,Partially Received,FOB,Vancouver,15382.08,David Park,Approved,,2026-06-24 00:14:16.766567,74.0,60.0,1.0,0.5386
